Item Code,Item Name,Profile Name,Item Type,UNIT WEIGHT,U.O.M (NAME),U.O.M (SYMBOL),BRAND,BRAND SECTOR,MANUFACTURER,Category,Sub-Category,Generic Name,Formulation,Route,Instructions,Packing Quantity,Preferred Supplier,Order Category,UNIT PURCHASE PRICE,UNIT SALE PRICE,PACK PURCHASE PRICE,PACK SALE PRICE,STATUS,REORDER POINT,UNIT LOCATION
7LRS006,Sodium Metabisulphite 500G,PATHOLOGY,OTHERS,0,Pieces,Pieces,Sodium Metabisulphite 500G,Sodium Metabisulphite 500G,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,2500,0,2500,2500,Active,,
7LRS007,Sulphuric acid 2.5L,PATHOLOGY,OTHERS,0,Pieces,Pieces,Sulphuric acid 2.5L,Sulphuric acid 2.5L,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,764,0,764,764,Active,,
7LRT001,Triton x,PATHOLOGY,OTHERS,0,Pieces,Pieces,Triton x,Triton x,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,7000,0,7000,7000,Active,,
7LRU001,Urea 40% solution,PATHOLOGY,OTHERS,0,Pieces,Pieces,Urea 40% solution,Urea 40% solution,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,325,0,325,325,Active,,
7LRX001,Xylene,PATHOLOGY,OTHERS,0,Pieces,Pieces,Xylene,Xylene,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,870.2,0,870.2,870.2,Active,,
7MEC001,"Centrifuge, electric",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Centrifuge, electric","Centrifuge, electric",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEC002,"Centrifuge, tubes glass",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Centrifuge, tubes glass","Centrifuge, tubes glass",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEF001,"Filter, candle",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Filter, candle","Filter, candle",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,1535,0,1535,1535,Active,,
7MEHOO1,Hot air oven,PATHOLOGY,OTHERS,0,Pieces,Pieces,Hot air oven,Hot air oven,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEM001,"Mixer, roller",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Mixer, roller","Mixer, roller",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEM002,"Mixer, universal roller",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Mixer, universal roller","Mixer, universal roller",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEM003,"Mixer, Vortex",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Mixer, Vortex","Mixer, Vortex",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQA001,"Aprons, plastic",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Aprons, plastic","Aprons, plastic",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,840,0,840,840,Active,,
7MEQA002,Asbestos glove,PATHOLOGY,OTHERS,0,Pieces,Pieces,Asbestos glove,Asbestos glove,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,8400,0,8400,8400,Active,,
7MEQA003,Aspirator bottle,PATHOLOGY,OTHERS,0,Pieces,Pieces,Aspirator bottle,Aspirator bottle,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,3276,0,3276,3276,Inactive,,
7MEQB001,"Beaker, Glass 1 litre",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, Glass 1 litre","Beaker, Glass 1 litre",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,441,0,441,441,Active,,
7MEQB0010,"Beaker, glass, 250ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, glass, 250ml","Beaker, glass, 250ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,174,0,174,174,Active,,
7MEQB0011,"Beakers, plastic, 100ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beakers, plastic, 100ml","Beakers, plastic, 100ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,147,0,147,147,Active,,
7MEQB0012,Bijou bottles,PATHOLOGY,OTHERS,0,Pieces,Pieces,Bijou bottles,Bijou bottles,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,85,100,85,85,Active,,
7MEQB002,"Beaker, 2 litre",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, 2 litre","Beaker, 2 litre",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,834.3,0,834.3,834.3,Active,,
7MEQB003,"Beaker, glass, 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, glass, 1000ml","Beaker, glass, 1000ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,462,0,462,462,Active,,
7MEQB004,"Beaker, glass, 100ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, glass, 100ml","Beaker, glass, 100ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,168,0,168,168,Active,,
7MEQB005,"Beaker, 2 litre platic",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, 2 litre platic","Beaker, 2 litre platic",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,806,0,806,806,Active,,
7MEQB006,"Beaker, plastic, 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, plastic, 1000ml","Beaker, plastic, 1000ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,441,0,441,441,Active,,
7MEQB007,"Beaker, glass, 100ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, glass, 100ml","Beaker, glass, 100ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,0,,Pathology,231,0,231,231,Active,,
7MEQB008,"Beaker, glass, 10ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, glass, 10ml","Beaker, glass, 10ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,152,0,152,152,Active,,
7MEQB009,"Beaker, plastic, 500ml",PATHOLOGY,OTHERS,,Pieces,Pieces,"Beaker, plastic, 500ml","Beaker, plastic, 500ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,441,0,441,441,Active,,
7MEQB013,"Beaker, glass, 500ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, glass, 500ml","Beaker, glass, 500ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,231,0,231,231,Active,,
7MEQB013B,"Beaker, glass, 150ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Beaker, glass, 150ml","Beaker, glass, 150ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,174,0,174,174,Active,,
7MEQB014A,"Bucket, utility, 20L, Metal",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Bucket, utility, 20L, Metal","Bucket, utility, 20L, Metal",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,215,0,215,215,Active,,
7MEQB014B,"Bucket, utility, 20L, plastic",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Bucket, utility, 20L, plastic","Bucket, utility, 20L, plastic",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,114.5,0,114.5,114.5,Active,,
7MEQC001,Coupling jars,PATHOLOGY,OTHERS,0,Pieces,Pieces,Coupling jars,Coupling jars,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,945,0,945,945,Active,,
7MEQD001,Diamond pencil,PATHOLOGY,OTHERS,0,Pieces,Pieces,Diamond pencil,Diamond pencil,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,1155,0,1155,1155,Active,,
7MEQD002,"Dropper bottles, brown, 50ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Dropper bottles, brown, 50ml","Dropper bottles, brown, 50ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,175.35,0,175.35,175.35,Active,,
7MEQD003,"Dropper bottles, clear, 50ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Dropper bottles, clear, 50ml","Dropper bottles, clear, 50ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,175.35,0,175.35,175.35,Active,,
7MEQF0011,Funnels 150mm diameter glass,PATHOLOGY,OTHERS,0,Pieces,Pieces,Funnels 150mm diameter glass,Funnels 150mm diameter glass,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,11,0,11,11,Active,,
7MEQF0014,Funnels 80mm diameter plastic,PATHOLOGY,OTHERS,0,Pieces,Pieces,Funnels 80mm diameter plastic,Funnels 80mm diameter plastic,SANOFI PASTEUR,N/A,Lab Consumables,,,,,1,,Pathology,10,0,10,10,Active,,
7MEQF0015,Funnels 95mm diameter glass,PATHOLOGY,OTHERS,0,Pieces,Pieces,Funnels 95mm diameter glass,Funnels 95mm diameter glass,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,9,0,9,9,Active,,
7MEQF001A,"Flask, conical, glass 100ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Flask, conical, glass 100ml","Flask, conical, glass 100ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,205,0,205,205,Active,,
7MEQF001B,"Flask, conical, glass 250ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Flask, conical, glass 250ml","Flask, conical, glass 250ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,383.25,0,383.25,383.25,Active,,
7MEQF001C,"Flask, conical, glass 500ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Flask, conical, glass 500ml","Flask, conical, glass 500ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,525,0,525,525,Active,,
7MEQF001D,"Flask, conical, glass 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Flask, conical, glass 1000ml","Flask, conical, glass 1000ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,1899,0,1899,1899,Active,,
7MEQF001E,"Flask, conical, glass 125ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Flask, conical, glass 125ml","Flask, conical, glass 125ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,205,0,205,205,Active,,
7MEQF001G,"Flask, conical, plastic 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Flask, conical, plastic 1000ml","Flask, conical, plastic 1000ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,808.5,0,808.5,808.5,Active,,
7MEQF002,Forceps 12cm,PATHOLOGY,OTHERS,0,Pieces,Pieces,Forceps 12cm,Forceps 12cm,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,345,0,345,345,Active,,
7MEQF003,Forceps 15cm,PATHOLOGY,OTHERS,0,Pieces,Pieces,Forceps 15cm,Forceps 15cm,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQF004,Forceps 18cm -out of stock,PATHOLOGY,OTHERS,0,Pieces,Pieces,Forceps 18cm -out of stock,Forceps 18cm -out of stock,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Inactive,,
7MEQF005,Forceps 24cm,PATHOLOGY,OTHERS,0,Pieces,Pieces,Forceps 24cm,Forceps 24cm,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQF006A,Funnels 65mm diameter plastic,PATHOLOGY,OTHERS,0,Pieces,Pieces,Funnels 65mm diameter plastic,Funnels 65mm diameter plastic,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,9,0,9,9,Active,,
7MEQF006E/12,Funnels 65mm diameter glass,PATHOLOGY,OTHERS,0,Pieces,Pieces,Funnels 65mm diameter glass,Funnels 65mm diameter glass,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,9,0,9,9,Active,,
7MEQG001,Glass pipettes 10ml,PATHOLOGY,OTHERS,0,Pieces,Pieces,Glass pipettes 10ml,Glass pipettes 10ml,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,165,0,165,165,Active,,
7MEQG001A,Pipette  Glass 1ml,PATHOLOGY,OTHERS,0,Pieces,Pieces,Pipette  Glass 1ml,Pipette  Glass 1ml,GLAXOSMITHKLINE,N/A,Lab Consumables,,,,,1,,Pathology,35,0,35,35,Active,,
7MEQG002,Glass pipettes 20ml,PATHOLOGY,OTHERS,0,Pieces,Pieces,Glass pipettes 20ml,Glass pipettes 20ml,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,165,0,165,165,Active,,
7MEQG003,Glass pipettes 5ml,PATHOLOGY,OTHERS,0,Pieces,Pieces,Glass pipettes 5ml,Glass pipettes 5ml,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,35,0,35,35,Active,,
7MEQG004,Glass rods,PATHOLOGY,OTHERS,0,Pieces,Pieces,Glass rods,Glass rods,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,171,0,171,171,Active,,
7MEQG005,Glass rods with spoons,PATHOLOGY,OTHERS,0,Pieces,Pieces,Glass rods with spoons,Glass rods with spoons,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,142,0,142,142,Active,,
7MEQG006,Glass spatula,PATHOLOGY,OTHERS,0,Pieces,Pieces,Glass spatula,Glass spatula,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,139,0,139,139,Active,,
7MEQJ001,"Jar, plastic, 1litre",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Jar, plastic, 1litre","Jar, plastic, 1litre",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,126,0,126,126,Active,,
7MEQJ002,"Jar, plastic, 250ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Jar, plastic, 250ml","Jar, plastic, 250ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,138,0,138,138,Active,,
7MEQK001,Household gloves,PATHOLOGY,OTHERS,0,Pieces,Pieces,Household gloves,Household gloves,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,0,,Pathology,0,0,0,0,Active,,
7MEQK001,Kitchen/industrial gloves,PATHOLOGY,OTHERS,0,Pieces,Pieces,Kitchen/industrial gloves,Kitchen/industrial gloves,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,200,0,200,200,Active,,
7MEQM001,"Measuring cylinder, glass, 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, glass, 1000ml","Measuring cylinder, glass, 1000ml",SANOFI PASTEUR,N/A,Lab Consumables,,,,,1,,Pathology,140,0,140,140,Active,,
7MEQM002,"Measuring cylinder, glass, 10ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, glass, 10ml","Measuring cylinder, glass, 10ml",SANOFI PASTEUR,N/A,Lab Consumables,,,,,1,,Pathology,1440,0,1440,1440,Active,,
7MEQM003,"Measuring cylinder, glass, 25m",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, glass, 25m","Measuring cylinder, glass, 25m",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,220,0,220,220,Active,,
7MEQM004,"Measuring cylinder, glass, 500",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, glass, 500","Measuring cylinder, glass, 500",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,1045.5,0,1045.5,1045.5,Active,,
7MEQM005,"Measuring cylinder, glass, 50m",PATHOLOGY,OTHERS,,Pieces,Pieces,"Measuring cylinder, glass, 50m","Measuring cylinder, glass, 50m",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,250,0,250,250,Active,,
7MEQM006,"Measuring cylinder, plastic, 100ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, plastic, 100ml","Measuring cylinder, plastic, 100ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,560,0,560,560,Active,,
7MEQM007,"Measuring cylinder, plastic, c 500ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, plastic, c 500ml","Measuring cylinder, plastic, c 500ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,1270,0,1270,1270,Active,,
7MEQM008,"Measuring cylinder, plastic, c 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, plastic, c 1000ml","Measuring cylinder, plastic, c 1000ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,1270,0,1270,1270,Active,,
7MEQM009,"Measuring cylinder, plastic, c 250ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Measuring cylinder, plastic, c 250ml","Measuring cylinder, plastic, c 250ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,560,0,560,560,Active,,
7MEQM010,Metal spatula,PATHOLOGY,OTHERS,0,Pieces,Pieces,Metal spatula,Metal spatula,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,60,0,60,60,Active,,
7MEQP001,Pestle and mortar,PATHOLOGY,OTHERS,0,Pieces,Pieces,Pestle and mortar,Pestle and mortar,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,328,0,328,328,Active,,
7MEQP002,"Plastic container, wide mouth,",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Plastic container, wide mouth,","Plastic container, wide mouth,",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQP003,Plastic spatular,PATHOLOGY,OTHERS,0,Pieces,Pieces,Plastic spatular,Plastic spatular,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,20,0,20,20,Active,,
7MEQR001,"Reagent bottle, brown, screw c",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottle, brown, screw c","Reagent bottle, brown, screw c",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQR001A,Rack- blue tips,PATHOLOGY,OTHERS,0,Pieces,Pieces,Rack- blue tips,Rack- blue tips,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,1197,0,1197,1197,Active,,
7MEQR001B,Rack- yellow tips,PATHOLOGY,OTHERS,0,Pieces,Pieces,Rack- yellow tips,Rack- yellow tips,NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,1197,0,1197,1197,Active,,
7MEQR002,"Reagent bottle, clear, screw capped,250ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottle, clear, screw capped,250ml","Reagent bottle, clear, screw capped,250ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,300,0,300,300,Active,,
7MEQR003A,"Reagent bottle, ground glass,brown",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottle, ground glass,brown","Reagent bottle, ground glass,brown",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,300,0,300,300,Active,,
7MEQR003B,"Reagent bottle, ground glass,brown 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottle, ground glass,brown 1000ml","Reagent bottle, ground glass,brown 1000ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,400,0,400,400,Active,,
7MEQR004A,"Reagent bottles, clear, ground 250ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, clear, ground 250ml","Reagent bottles, clear, ground 250ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,300,0,300,300,Active,,
7MEQR004B,"Reagent bottles, clear, ground 500ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, clear, ground 500ml","Reagent bottles, clear, ground 500ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,300,0,300,300,Active,,
7MEQR004C,"Reagent bottles, clear, ground 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, clear, ground 1000ml","Reagent bottles, clear, ground 1000ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,400,0,400,400,Active,,
7MEQR004d,"Reagent bottles, clear, ground 500ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, clear, ground 500ml","Reagent bottles, clear, ground 500ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,0,,Pathology,300,0,300,300,Active,,
7MEQR005,"Reagent bottles, glass, narrow 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, glass, narrow 1000ml","Reagent bottles, glass, narrow 1000ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,325,0,325,325,Active,,
7MEQR006,"Reagent bottles, glass, narrow",PATHOLOGY,OTHERS,100,Pieces,Pieces,"Reagent bottles, glass, narrow","Reagent bottles, glass, narrow",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,0,,Pathology,0,0,0,0,Active,,
7MEQR007,"Reagent bottles, glass, narrow",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, glass, narrow","Reagent bottles, glass, narrow",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,0,,Pathology,0,0,0,0,Active,,
7MEQR008,"Reagent bottles, glass, narrow",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, glass, narrow","Reagent bottles, glass, narrow",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,0,,Pathology,0,0,0,0,Active,,
7MEQR009,"Reagent bottles, glass, narrow",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, glass, narrow","Reagent bottles, glass, narrow",GLAXOSMITHKLINE,N/A,Unknown,,,,,0,,Pathology,0,0,0,0,Active,,
7MEQR010,"Reagent bottles, plastic, narr 500ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles, plastic, narr 500ml","Reagent bottles, plastic, narr 500ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQR011,"Reagent bottles,narrow,plastic 120ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Reagent bottles,narrow,plastic 120ml","Reagent bottles,narrow,plastic 120ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQS001,Sahli tubes,PATHOLOGY,OTHERS,0,Pieces,Pieces,Sahli tubes,Sahli tubes,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,850,0,850,850,Active,,
7MEQS002,Slide drying rack wooden,PATHOLOGY,OTHERS,0,Pieces,Pieces,Slide drying rack wooden,Slide drying rack wooden,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,3250,0,3250,3250,Active,,
7MEQS003,Spirit lamp,PATHOLOGY,OTHERS,0,Pieces,Pieces,Spirit lamp,Spirit lamp,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQS004,Surgical blade holder,PATHOLOGY,OTHERS,0,Pieces,Pieces,Surgical blade holder,Surgical blade holder,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQT001,"Test tube brushes, large",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Test tube brushes, large","Test tube brushes, large",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,95.5,0,95.5,95.5,Active,,
7MEQT002,"Test tube brushes, large with",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Test tube brushes, large with","Test tube brushes, large with",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,143.2,0,143.2,143.2,Active,,
7MEQT003,"Test tube brushes, medium",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Test tube brushes, medium","Test tube brushes, medium",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,77,0,77,77,Active,,
7MEQT004,"Test tube brushes, small",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Test tube brushes, small","Test tube brushes, small",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,47.7,0,47.7,47.7,Active,,
7MEQT005,Test tube for KIA,PATHOLOGY,OTHERS,0,Pieces,Pieces,Test tube for KIA,Test tube for KIA,SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQT006,"Test tubes, 10x70mm",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Test tubes, 10x70mm","Test tubes, 10x70mm",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQT007,Three way pipette filler,PATHOLOGY,OTHERS,0,Pieces,Pieces,Three way pipette filler,Three way pipette filler,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,650,0,650,650,Active,,
7MEQT008,Tourniquet,PATHOLOGY,OTHERS,0,Pieces,Pieces,Tourniquet,Tourniquet,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQU001,Universal bottles,PATHOLOGY,OTHERS,0,Pieces,Pieces,Universal bottles,Universal bottles,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQV001,"Volumetric flask plastic, 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Volumetric flask plastic, 1000ml","Volumetric flask plastic, 1000ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,1445,0,1445,1445,Active,,
7MEQV002,"Volumetric flask, glass, 1000ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Volumetric flask, glass, 1000ml","Volumetric flask, glass, 1000ml",NJIMIA PHARMACEUTICALS,N/A,Unknown,,,,,1,,Pathology,1560,0,1560,1560,Active,,
7MEQV003,"Volumetric flask, glass, 100ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Volumetric flask, glass, 100ml","Volumetric flask, glass, 100ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,395,0,395,395,Active,,
7MEQV004,"Volumetric flask, plastic, 100ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Volumetric flask, plastic, 100ml","Volumetric flask, plastic, 100ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,195,0,195,195,Active,,
7MEQV005,"Volumetric flask, glass, 125ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Volumetric flask, glass, 125ml","Volumetric flask, glass, 125ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Active,,
7MEQV006,"Volumetric flask, glass, 250ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Volumetric flask, glass, 250ml","Volumetric flask, glass, 250ml",SANOFI PASTEUR,N/A,Unknown,,,,,1,,Pathology,390,0,390,390,Active,,
7MEQV007,"Volumetric flask, glass, 500ml",PATHOLOGY,OTHERS,0,Pieces,Pieces,"Volumetric flask, glass, 500ml","Volumetric flask, glass, 500ml",GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,980,0,980,980,Active,,
